[REQUEST] [2025-07-02 01:04:56:224] [api.js]: 
                                   [MODULE]       : Resume
                                   [SERVICE]      : APIQueryResume
                                   [ENDPOINT]     : api-get-cv
                                   [METHOD]       : GET
                                   [X-USER-TOKEN] : 65d78580994151d94460ea1f
                                   [IP]           : ::1
                               
[INFO] [2025-07-02 01:04:56:229] [PocketService.js]: Trigger : ControlUserPermissionToken
[INFO] [2025-07-02 01:04:56:233] [PocketService.js]: Trigger : GetPermissionToken
[INFO] [2025-07-02 01:04:56:245] [PocketService.js]: Trigger : UpdatePermissionToken
[INFO] [2025-07-02 01:04:56:262] [PocketService.js]: Trigger : APIQueryResume
[INFO] [2025-07-02 01:05:01:669] [PocketService.js]: Trigger : FindIpContext
[ERROR] [2025-07-02 01:05:12:462] [FindIpContext.mjs]: No search result
undefined
[ERROR] [2025-07-02 01:05:25:989] [APIQueryResume.mjs]: APIQueryResume servisinde hata meydana geldi."TypeError: Cannot read properties of undefined (reading 'entryCount')
undefined
[INFO] [2025-07-02 01:05:25:993] [PocketService.js]: Trigger : SaveApiLog
[INFO] [2025-07-02 01:12:45:863] [api.js]: - ValidateVerifyEmailToken.mjs loading successfully
[INFO] [2025-07-02 01:12:45:866] [api.js]: - ApiPocketLogin.mjs loading successfully
[INFO] [2025-07-02 01:12:45:867] [api.js]: - ApiPocketVerifyLoginOTP.mjs loading successfully
[INFO] [2025-07-02 01:12:45:868] [api.js]: - GetBatchJobs.mjs loading successfully
[INFO] [2025-07-02 01:12:45:869] [api.js]: - GetBatchJobWithParameter.mjs loading successfully
[INFO] [2025-07-02 01:12:45:870] [api.js]: - GetSecret.mjs loading successfully
[INFO] [2025-07-02 01:12:45:871] [api.js]: - SaveBatchJobs.mjs loading successfully
[INFO] [2025-07-02 01:12:45:872] [api.js]: - SaveServiceInfo.mjs loading successfully
[INFO] [2025-07-02 01:12:45:873] [api.js]: - UpdateBatchJob.mjs loading successfully
[INFO] [2025-07-02 01:12:45:874] [api.js]: - UserSearch.mjs loading successfully
[INFO] [2025-07-02 01:12:45:876] [api.js]: - AnalysisAndReportBatch.mjs loading successfully
[INFO] [2025-07-02 01:12:45:877] [api.js]: - APIQueryResume.mjs loading successfully
[INFO] [2025-07-02 01:12:45:878] [api.js]: - DecisionResumeEntry.mjs loading successfully
[INFO] [2025-07-02 01:12:45:879] [api.js]: - FindIpContext.mjs loading successfully
[INFO] [2025-07-02 01:12:45:880] [api.js]: - GetBatchCounter.mjs loading successfully
[INFO] [2025-07-02 01:12:45:881] [api.js]: - GetCounter.mjs loading successfully
[INFO] [2025-07-02 01:12:45:882] [api.js]: - GetResumeData.mjs loading successfully
[INFO] [2025-07-02 01:12:45:883] [api.js]: - QueryDecisionResume.mjs loading successfully
[INFO] [2025-07-02 01:12:45:884] [api.js]: - ReferenceVerifyPage.mjs loading successfully
[INFO] [2025-07-02 01:12:45:885] [api.js]: - SaveDecisionResume.mjs loading successfully
[INFO] [2025-07-02 01:12:45:886] [api.js]: - SaveMail.mjs loading successfully
[INFO] [2025-07-02 01:12:45:887] [api.js]: - SearchMail.mjs loading successfully
[INFO] [2025-07-02 01:12:45:889] [api.js]: - SendReferenceVerify.mjs loading successfully
[INFO] [2025-07-02 01:12:45:890] [api.js]: - UpdateBatchCounter.mjs loading successfully
[INFO] [2025-07-02 01:12:45:891] [api.js]: - UpdateCounter.mjs loading successfully
[INFO] [2025-07-02 01:12:45:892] [api.js]: - UpdateDecisionResume.mjs loading successfully
[INFO] [2025-07-02 01:12:45:895] [api.js]: - VerifyCaptcha.mjs loading successfully
[INFO] [2025-07-02 01:12:45:897] [api.js]: - CeyrekAltinBatch.mjs loading successfully
[INFO] [2025-07-02 01:12:45:898] [api.js]: - DovizKurlariBatch.mjs loading successfully
[INFO] [2025-07-02 01:12:45:899] [api.js]: - GetCurrencyWithName.mjs loading successfully
[INFO] [2025-07-02 01:12:45:900] [api.js]: - UpdateCurrency.mjs loading successfully
[INFO] [2025-07-02 01:12:45:902] [api.js]: - HtmlTemplateTest.mjs loading successfully
[INFO] [2025-07-02 01:12:45:906] [api.js]: - GenerateToken.mjs loading successfully
[INFO] [2025-07-02 01:12:45:908] [api.js]: - GenerateUniqueID.mjs loading successfully
[INFO] [2025-07-02 01:12:45:909] [api.js]: - IpService.mjs loading successfully
[INFO] [2025-07-02 01:12:45:910] [api.js]: 
Success process: 79
Fail process: 0
Total Modules: 11
Total Service: 79

[INFO] [2025-07-02 01:12:45:912] [api.js]: 
Module and service static check has been completed successfully.

[INFO] [2025-07-02 01:12:46:013] [PocketService.js]: Trigger : SaveServerInfo
[INFO] [2025-07-02 01:12:46:024] [PocketService.js]: Trigger : GetServerInfo
[INFO] [2025-07-02 01:12:46:197] [unknown]: Server is started on port 3000
[INFO] [2025-07-11 20:50:16:949] [api.js]: - CheckAbuseipAttacker.mjs loading successfully
[INFO] [2025-07-11 20:50:16:952] [api.js]: - CheckTokenEndpointAuth.mjs loading successfully
[INFO] [2025-07-11 20:50:16:953] [api.js]: - ControlUserPermissionToken.mjs loading successfully
[INFO] [2025-07-11 20:50:16:954] [api.js]: - GenerateOidService.mjs loading successfully
[INFO] [2025-07-11 20:50:16:955] [api.js]: - GetAllServerInfo.mjs loading successfully
[INFO] [2025-07-11 20:50:16:956] [api.js]: - GetBatchHealth.mjs loading successfully
[INFO] [2025-07-11 20:50:16:957] [api.js]: - GetEndpoints.mjs loading successfully
[INFO] [2025-07-11 20:50:16:958] [api.js]: - GetPermissionToken.mjs loading successfully
[INFO] [2025-07-11 20:50:16:959] [api.js]: - GetServerInfo.mjs loading successfully
[INFO] [2025-07-11 20:50:16:960] [api.js]: - GetUserService.mjs loading successfully
[INFO] [2025-07-11 20:50:16:961] [api.js]: - GetUserWithEmail.mjs loading successfully
[INFO] [2025-07-11 20:50:16:964] [api.js]: - GetUserWithUserId.mjs loading successfully
[INFO] [2025-07-11 20:50:16:965] [api.js]: - LoginService.mjs loading successfully
[INFO] [2025-07-11 20:50:16:966] [api.js]: - LogoutService.mjs loading successfully
[INFO] [2025-07-11 20:50:16:966] [api.js]: - SaveServerInfo.mjs loading successfully
[INFO] [2025-07-11 20:50:16:967] [api.js]: - Test.mjs loading successfully
[INFO] [2025-07-11 20:50:16:968] [api.js]: - UpdatePermissionToken.mjs loading successfully
[INFO] [2025-07-11 20:50:16:969] [api.js]: - UpdateUserService.mjs loading successfully
[INFO] [2025-07-11 20:50:16:971] [api.js]: - DashboardApi.mjs loading successfully
[INFO] [2025-07-11 20:50:16:972] [api.js]: - GetBatchInfo.mjs loading successfully
[INFO] [2025-07-11 20:50:16:973] [api.js]: - GetPocketLog.mjs loading successfully
[INFO] [2025-07-11 20:50:16:974] [api.js]: - LogProcess.mjs loading successfully
[INFO] [2025-07-11 20:50:16:976] [api.js]: - UpdateExchangeRate.mjs loading successfully
[INFO] [2025-07-11 20:50:16:978] [api.js]: - CheckOtpAndAccountActivate.mjs loading successfully
[INFO] [2025-07-11 20:50:16:979] [api.js]: - GetUserWithEmail.mjs loading successfully
[INFO] [2025-07-11 20:50:16:980] [api.js]: - LoginService.mjs loading successfully
[INFO] [2025-07-11 20:50:16:981] [api.js]: - PasswordResetSendOTP.mjs loading successfully
[INFO] [2025-07-11 20:50:16:981] [api.js]: - SaveUserService.mjs loading successfully
[INFO] [2025-07-11 20:50:16:982] [api.js]: - SignUpService.mjs loading successfully
[INFO] [2025-07-11 20:50:16:983] [api.js]: - UpdateUserWithEmail.mjs loading successfully
[INFO] [2025-07-11 20:50:16:986] [api.js]: - CheckOTP.mjs loading successfully
[INFO] [2025-07-11 20:50:16:987] [api.js]: - CheckTOKEN.mjs loading successfully
[INFO] [2025-07-11 20:50:16:987] [api.js]: - GenerateOTP.mjs loading successfully
[INFO] [2025-07-11 20:50:16:988] [api.js]: - GetOTP.mjs loading successfully
[INFO] [2025-07-11 20:50:16:990] [api.js]: - GetTOKEN.mjs loading successfully
[INFO] [2025-07-11 20:50:16:991] [api.js]: - ITReportSender.mjs loading successfully
[INFO] [2025-07-11 20:50:16:992] [api.js]: - OTPMURAT.mjs loading successfully
[INFO] [2025-07-11 20:50:16:993] [api.js]: - SaveOTP.mjs loading successfully
[INFO] [2025-07-11 20:50:16:994] [api.js]: - SendEmailActivation.mjs loading successfully
[INFO] [2025-07-11 20:50:16:995] [api.js]: - SendNotificationCode.mjs loading successfully
[INFO] [2025-07-11 20:50:16:995] [api.js]: - SendOTP.mjs loading successfully
[INFO] [2025-07-11 20:50:16:996] [api.js]: - SendResumeMail.mjs loading successfully
[INFO] [2025-07-11 20:50:16:997] [api.js]: - SendResumeMailForSuspicious.mjs loading successfully
[INFO] [2025-07-11 20:50:16:998] [api.js]: - UpdateOTP.mjs loading successfully
[INFO] [2025-07-11 20:50:16:999] [api.js]: - ValidateVerifyEmailToken.mjs loading successfully
[INFO] [2025-07-11 20:50:17:001] [api.js]: - ApiPocketLogin.mjs loading successfully
[INFO] [2025-07-11 20:50:17:001] [api.js]: - ApiPocketVerifyLoginOTP.mjs loading successfully
[INFO] [2025-07-11 20:50:17:002] [api.js]: - GetBatchJobs.mjs loading successfully
[INFO] [2025-07-11 20:50:17:004] [api.js]: - GetBatchJobWithParameter.mjs loading successfully
[INFO] [2025-07-11 20:50:17:005] [api.js]: - GetSecret.mjs loading successfully
[INFO] [2025-07-11 20:50:17:005] [api.js]: - SaveBatchJobs.mjs loading successfully
[INFO] [2025-07-11 20:50:17:006] [api.js]: - SaveServiceInfo.mjs loading successfully
[INFO] [2025-07-11 20:50:17:007] [api.js]: - UpdateBatchJob.mjs loading successfully
[INFO] [2025-07-11 20:50:17:009] [api.js]: - UserSearch.mjs loading successfully
[INFO] [2025-07-11 20:50:17:011] [api.js]: - AnalysisAndReportBatch.mjs loading successfully
[INFO] [2025-07-11 20:50:17:011] [api.js]: - APIQueryResume.mjs loading successfully
[INFO] [2025-07-11 20:50:17:012] [api.js]: - DecisionResumeEntry.mjs loading successfully
[INFO] [2025-07-11 20:50:17:013] [api.js]: - FindIpContext.mjs loading successfully
[INFO] [2025-07-11 20:50:17:014] [api.js]: - GetBatchCounter.mjs loading successfully
[INFO] [2025-07-11 20:50:17:015] [api.js]: - GetCounter.mjs loading successfully
[INFO] [2025-07-11 20:50:17:016] [api.js]: - GetResumeData.mjs loading successfully
[INFO] [2025-07-11 20:50:17:017] [api.js]: - QueryDecisionResume.mjs loading successfully
[INFO] [2025-07-11 20:50:17:018] [api.js]: - ReferenceVerifyPage.mjs loading successfully
[INFO] [2025-07-11 20:50:17:019] [api.js]: - SaveDecisionResume.mjs loading successfully
[INFO] [2025-07-11 20:50:17:020] [api.js]: - SaveMail.mjs loading successfully
[INFO] [2025-07-11 20:50:17:021] [api.js]: - SearchMail.mjs loading successfully
[INFO] [2025-07-11 20:50:17:022] [api.js]: - SendReferenceVerify.mjs loading successfully
[INFO] [2025-07-11 20:50:17:023] [api.js]: - UpdateBatchCounter.mjs loading successfully
[INFO] [2025-07-11 20:50:17:025] [api.js]: - UpdateCounter.mjs loading successfully
[INFO] [2025-07-11 20:50:17:025] [api.js]: - UpdateDecisionResume.mjs loading successfully
[INFO] [2025-07-11 20:50:17:026] [api.js]: - VerifyCaptcha.mjs loading successfully
[INFO] [2025-07-11 20:50:17:029] [api.js]: - CeyrekAltinBatch.mjs loading successfully
[INFO] [2025-07-11 20:50:17:029] [api.js]: - DovizKurlariBatch.mjs loading successfully
[INFO] [2025-07-11 20:50:17:030] [api.js]: - GetCurrencyWithName.mjs loading successfully
[INFO] [2025-07-11 20:50:17:031] [api.js]: - UpdateCurrency.mjs loading successfully
[INFO] [2025-07-11 20:50:17:033] [api.js]: - HtmlTemplateTest.mjs loading successfully
[INFO] [2025-07-11 20:50:17:035] [api.js]: - GenerateToken.mjs loading successfully
[INFO] [2025-07-11 20:50:17:037] [api.js]: - GenerateUniqueID.mjs loading successfully
[INFO] [2025-07-11 20:50:17:039] [api.js]: - IpService.mjs loading successfully
[INFO] [2025-07-11 20:50:17:040] [api.js]: 
Success process: 79
Fail process: 0
Total Modules: 11
Total Service: 79

[INFO] [2025-07-11 20:50:17:042] [api.js]: 
Module and service static check has been completed successfully.

[INFO] [2025-07-11 20:50:17:651] [PocketService.js]: Trigger : SaveServerInfo
[INFO] [2025-07-11 20:50:17:658] [PocketService.js]: Trigger : GetServerInfo
[INFO] [2025-07-11 20:50:17:813] [unknown]: Server is started on port 3000
[REQUEST] [2025-07-11 20:50:22:914] [api.js]: 
                                   [MODULE]       : Resume
                                   [SERVICE]      : UpdateCounter
                                   [ENDPOINT]     : api-get-counter
                                   [METHOD]       : GET
                                   [X-USER-TOKEN] : 65d78580994151d94460ea1f
                                   [IP]           : ::1
                               
[INFO] [2025-07-11 20:50:22:933] [PocketService.js]: Trigger : ControlUserPermissionToken
[INFO] [2025-07-11 20:50:22:949] [PocketService.js]: Trigger : GetPermissionToken
[INFO] [2025-07-11 20:50:22:970] [PocketService.js]: Trigger : UpdatePermissionToken
[INFO] [2025-07-11 20:50:23:418] [PocketService.js]: Trigger : UpdateCounter
[INFO] [2025-07-11 20:50:23:442] [PocketService.js]: Trigger : DecisionResumeEntry
[INFO] [2025-07-11 20:50:33:484] [PocketService.js]: Trigger : FindIpContext
[INFO] [2025-07-11 20:50:35:510] [PocketService.js]: Trigger : SaveDecisionResume
[INFO] [2025-07-11 20:50:35:515] [PocketService.js]: Trigger : FindIpContext
[INFO] [2025-07-11 20:50:35:552] [DecisionResumeEntry.mjs]: Recorded in the decision mechanism. IP: ::1
[INFO] [2025-07-11 20:50:35:560] [PocketService.js]: Trigger : GetCounter
[INFO] [2025-07-11 20:50:35:590] [PocketService.js]: Trigger : SaveApiLog
[REQUEST] [2025-07-11 20:50:35:626] [api.js]: 
                                   [MODULE]       : Resume
                                   [SERVICE]      : APIQueryResume
                                   [ENDPOINT]     : api-get-cv
                                   [METHOD]       : GET
                                   [X-USER-TOKEN] : 65d78580994151d94460ea1f
                                   [IP]           : ::1
                               
[INFO] [2025-07-11 20:50:35:629] [PocketService.js]: Trigger : ControlUserPermissionToken
[INFO] [2025-07-11 20:50:35:631] [PocketService.js]: Trigger : GetPermissionToken
[INFO] [2025-07-11 20:50:35:645] [PocketService.js]: Trigger : UpdatePermissionToken
[INFO] [2025-07-11 20:50:35:668] [PocketService.js]: Trigger : APIQueryResume
[INFO] [2025-07-11 20:50:37:929] [PocketService.js]: Trigger : FindIpContext
[INFO] [2025-07-11 20:50:37:946] [PocketService.js]: Trigger : GetResumeData
[INFO] [2025-07-11 20:50:38:077] [PocketService.js]: Trigger : SaveApiLog
[REQUEST] [2025-07-11 20:51:02:920] [api.js]: 
                                   [MODULE]       : Resume
                                   [SERVICE]      : UpdateCounter
                                   [ENDPOINT]     : api-get-counter
                                   [METHOD]       : GET
                                   [X-USER-TOKEN] : 65d78580994151d94460ea1f
                                   [IP]           : ::1
                               
[INFO] [2025-07-11 20:51:02:927] [PocketService.js]: Trigger : ControlUserPermissionToken
[INFO] [2025-07-11 20:51:02:930] [PocketService.js]: Trigger : GetPermissionToken
[INFO] [2025-07-11 20:51:02:944] [PocketService.js]: Trigger : UpdatePermissionToken
[INFO] [2025-07-11 20:51:02:959] [PocketService.js]: Trigger : UpdateCounter
[INFO] [2025-07-11 20:51:02:963] [PocketService.js]: Trigger : DecisionResumeEntry
[INFO] [2025-07-11 20:51:02:965] [PocketService.js]: Trigger : FindIpContext
[INFO] [2025-07-11 20:51:02:978] [PocketService.js]: Trigger : SaveDecisionResume
[INFO] [2025-07-11 20:51:02:981] [PocketService.js]: Trigger : FindIpContext
[INFO] [2025-07-11 20:51:03:004] [DecisionResumeEntry.mjs]: Recorded in the decision mechanism. IP: ::1
[INFO] [2025-07-11 20:51:03:008] [PocketService.js]: Trigger : GetCounter
[INFO] [2025-07-11 20:51:03:034] [PocketService.js]: Trigger : SaveApiLog
[REQUEST] [2025-07-11 20:51:03:090] [api.js]: 
                                   [MODULE]       : Resume
                                   [SERVICE]      : APIQueryResume
                                   [ENDPOINT]     : api-get-cv
                                   [METHOD]       : GET
                                   [X-USER-TOKEN] : 65d78580994151d94460ea1f
                                   [IP]           : ::1
                               
[INFO] [2025-07-11 20:51:03:096] [PocketService.js]: Trigger : ControlUserPermissionToken
[INFO] [2025-07-11 20:51:03:101] [PocketService.js]: Trigger : GetPermissionToken
[INFO] [2025-07-11 20:51:03:115] [PocketService.js]: Trigger : UpdatePermissionToken
[INFO] [2025-07-11 20:51:03:127] [PocketService.js]: Trigger : APIQueryResume
[INFO] [2025-07-11 20:51:03:131] [PocketService.js]: Trigger : FindIpContext
[INFO] [2025-07-11 20:51:03:147] [PocketService.js]: Trigger : GetResumeData
[INFO] [2025-07-11 20:51:03:363] [PocketService.js]: Trigger : SaveApiLog
[REQUEST] [2025-07-11 20:51:05:803] [api.js]: 
                                   [MODULE]       : Resume
                                   [SERVICE]      : UpdateCounter
                                   [ENDPOINT]     : api-get-counter
                                   [METHOD]       : GET
                                   [X-USER-TOKEN] : 65d78580994151d94460ea1f
                                   [IP]           : ::1
                               
[INFO] [2025-07-11 20:51:05:810] [PocketService.js]: Trigger : ControlUserPermissionToken
[INFO] [2025-07-11 20:51:05:812] [PocketService.js]: Trigger : GetPermissionToken
[INFO] [2025-07-11 20:51:05:830] [PocketService.js]: Trigger : UpdatePermissionToken
[INFO] [2025-07-11 20:51:05:844] [PocketService.js]: Trigger : UpdateCounter
[INFO] [2025-07-11 20:51:05:847] [PocketService.js]: Trigger : DecisionResumeEntry
[INFO] [2025-07-11 20:51:05:849] [PocketService.js]: Trigger : FindIpContext
[INFO] [2025-07-11 20:51:05:863] [PocketService.js]: Trigger : SaveDecisionResume
[INFO] [2025-07-11 20:51:05:866] [PocketService.js]: Trigger : FindIpContext
[INFO] [2025-07-11 20:51:05:891] [DecisionResumeEntry.mjs]: Recorded in the decision mechanism. IP: ::1
[INFO] [2025-07-11 20:51:05:895] [PocketService.js]: Trigger : GetCounter
[INFO] [2025-07-11 20:51:05:921] [PocketService.js]: Trigger : SaveApiLog
[REQUEST] [2025-07-11 20:51:05:968] [api.js]: 
                                   [MODULE]       : Resume
                                   [SERVICE]      : APIQueryResume
                                   [ENDPOINT]     : api-get-cv
                                   [METHOD]       : GET
                                   [X-USER-TOKEN] : 65d78580994151d94460ea1f
                                   [IP]           : ::1
                               
[INFO] [2025-07-11 20:51:05:980] [PocketService.js]: Trigger : ControlUserPermissionToken
[INFO] [2025-07-11 20:51:05:983] [PocketService.js]: Trigger : GetPermissionToken
[INFO] [2025-07-11 20:51:05:997] [PocketService.js]: Trigger : UpdatePermissionToken
[INFO] [2025-07-11 20:51:06:013] [PocketService.js]: Trigger : APIQueryResume
[INFO] [2025-07-11 20:51:06:016] [PocketService.js]: Trigger : FindIpContext
[INFO] [2025-07-11 20:51:06:041] [PocketService.js]: Trigger : GetResumeData
[INFO] [2025-07-11 20:51:06:267] [PocketService.js]: Trigger : SaveApiLog
[REQUEST] [2025-07-11 20:53:32:440] [api.js]: 
                                   [MODULE]       : Resume
                                   [SERVICE]      : SaveMail
                                   [ENDPOINT]     : api-send-mail
                                   [METHOD]       : GET
                                   [X-USER-TOKEN] : 65d78580994151d94460ea1f
                                   [IP]           : ::1
                               
[INFO] [2025-07-11 20:53:32:444] [PocketService.js]: Trigger : ControlUserPermissionToken
[INFO] [2025-07-11 20:53:32:447] [PocketService.js]: Trigger : GetPermissionToken
[INFO] [2025-07-11 20:53:32:459] [PocketService.js]: Trigger : UpdatePermissionToken
[INFO] [2025-07-11 20:53:32:534] [PocketService.js]: Trigger : SaveMail
[INFO] [2025-07-11 20:53:45:999] [PocketService.js]: Trigger : FindIpContext
[INFO] [2025-07-11 20:53:48:411] [SaveMail.mjs]: Ip format is not suitable
[INFO] [2025-07-11 20:54:26:313] [PocketService.js]: Trigger : SaveApiLog
[INFO] [2025-07-11 20:54:26:347] [PocketService.js]: Trigger : SearchMail
[INFO] [2025-07-11 20:56:33:479] [api.js]: - CheckAbuseipAttacker.mjs loading successfully
[INFO] [2025-07-11 20:56:33:483] [api.js]: - CheckTokenEndpointAuth.mjs loading successfully
[INFO] [2025-07-11 20:56:33:484] [api.js]: - ControlUserPermissionToken.mjs loading successfully
[INFO] [2025-07-11 20:56:33:485] [api.js]: - GenerateOidService.mjs loading successfully
[INFO] [2025-07-11 20:56:33:485] [api.js]: - GetAllServerInfo.mjs loading successfully
[INFO] [2025-07-11 20:56:33:486] [api.js]: - GetBatchHealth.mjs loading successfully
[INFO] [2025-07-11 20:56:33:487] [api.js]: - GetEndpoints.mjs loading successfully
[INFO] [2025-07-11 20:56:33:489] [api.js]: - GetPermissionToken.mjs loading successfully
[INFO] [2025-07-11 20:56:33:490] [api.js]: - GetServerInfo.mjs loading successfully
[INFO] [2025-07-11 20:56:33:491] [api.js]: - GetUserService.mjs loading successfully
[INFO] [2025-07-11 20:56:33:492] [api.js]: - GetUserWithEmail.mjs loading successfully
[INFO] [2025-07-11 20:56:33:495] [api.js]: - GetUserWithUserId.mjs loading successfully
[INFO] [2025-07-11 20:56:33:496] [api.js]: - LoginService.mjs loading successfully
[INFO] [2025-07-11 20:56:33:497] [api.js]: - LogoutService.mjs loading successfully
[INFO] [2025-07-11 20:56:33:498] [api.js]: - SaveServerInfo.mjs loading successfully
[INFO] [2025-07-11 20:56:33:499] [api.js]: - Test.mjs loading successfully
[INFO] [2025-07-11 20:56:33:500] [api.js]: - UpdatePermissionToken.mjs loading successfully
[INFO] [2025-07-11 20:56:33:501] [api.js]: - UpdateUserService.mjs loading successfully
[INFO] [2025-07-11 20:56:33:504] [api.js]: - DashboardApi.mjs loading successfully
[INFO] [2025-07-11 20:56:33:505] [api.js]: - GetBatchInfo.mjs loading successfully
[INFO] [2025-07-11 20:56:33:505] [api.js]: - GetPocketLog.mjs loading successfully
[INFO] [2025-07-11 20:56:33:506] [api.js]: - LogProcess.mjs loading successfully
[INFO] [2025-07-11 20:56:33:509] [api.js]: - UpdateExchangeRate.mjs loading successfully
[INFO] [2025-07-11 20:56:33:511] [api.js]: - CheckOtpAndAccountActivate.mjs loading successfully
[INFO] [2025-07-11 20:56:33:512] [api.js]: - GetUserWithEmail.mjs loading successfully
[INFO] [2025-07-11 20:56:33:513] [api.js]: - LoginService.mjs loading successfully
[INFO] [2025-07-11 20:56:33:514] [api.js]: - PasswordResetSendOTP.mjs loading successfully
[INFO] [2025-07-11 20:56:33:514] [api.js]: - SaveUserService.mjs loading successfully
[INFO] [2025-07-11 20:56:33:515] [api.js]: - SignUpService.mjs loading successfully
[INFO] [2025-07-11 20:56:33:516] [api.js]: - UpdateUserWithEmail.mjs loading successfully
